year,teamup,upick1,upick2,upick3,teamdown,dpick1,dpick2,dpick3,dpick4,dpick5,dpick6,up_pick1_next_year,up_pick2_next_year,up_pick3_next_year,down_pick1_next_year,down_pick2_next_year,down_pick3_next_year,down_pick4_next_year,down_pick5_next_year,down_pick6_next_year,up_pick1_round,up_pick1_number,up_pick1_year,up_pick2_round,up_pick2_number,up_pick2_year,up_pick3_round,up_pick3_number,up_pick3_year,down_pick1_round,down_pick1_number,down_pick1_year,down_pick2_round,down_pick2_number,down_pick2_year,down_pick3_round,down_pick3_number,down_pick3_year,down_pick4_round,down_pick4_number,down_pick4_year,down_pick5_round,down_pick5_number,down_pick5_year,down_pick6_round,down_pick6_number,down_pick6_year,up1_jj_value,up2_jj_value,up3_jj_value,down1_jj_value,down2_jj_value,down3_jj_value,down4_jj_value,down5_jj_value,down6_jj_value,jj_up_total,jj_down_total,jj_trade_diff,future_up_picks,future_down_picks
2020,Saints,3-105,,,Vikings,4-130,5-169,6-203,7-244,,,0,0,0,0,0,0,0,0,0,3,105,2020,,,2020,,,2020,4,130,2020,5,169,2020,6,203,2020,7,244,2020,,,2020,,,2020,84,0,0,42,25,11,1,0,0,84,79,5,0,0
2020,Raiders,4-109,,,Lions,4-121,5-172,,,,,0,0,0,0,0,0,0,0,0,4,109,2020,,,2020,,,2020,4,121,2020,5,172,2020,,,2020,,,2020,,,2020,,,2020,76,0,0,52,24,0,0,0,0,76,76,0,0,0
2020,Dolphins,4-111,,,Texans,4-136,4-141,,,,,0,0,0,0,0,0,0,0,0,4,111,2020,,,2020,,,2020,4,136,2020,4,141,2020,,,2020,,,2020,,,2020,,,2020,72,0,0,38,36,0,0,0,0,72,74,-2,0,0
2020,Texans,4-126,,,Rams,4-136,7-248,7-250,,,,0,0,0,0,0,0,0,0,0,4,126,2020,,,2020,,,2020,4,136,2020,7,248,2020,7,250,2020,,,2020,,,2020,,,2020,46,0,0,38,1,1,0,0,0,46,40,7,0,0
2020,Cowboys,4-146,,,Eagles,5-164,5-156,,,,,0,0,0,0,1,0,0,0,0,4,146,2020,,,2020,,,2020,5,164,2020,5,156,2021,,,2020,,,2020,,,2020,,,2020,33,0,0,27,30,0,0,0,0,33,57,-24,0,1
2020,Bears,5-155,,,Vikings,4-125,,,,,,0,0,0,1,0,0,0,0,0,5,155,2020,,,2020,,,2020,4,125,2021,,,2020,,,2020,,,2020,,,2020,,,2020,30,0,0,47,0,0,0,0,0,30,47,-17,0,1
2020,Dolphins,5-164,,,Eagles,5-173,7-227,,,,,0,0,0,0,0,0,0,0,0,5,164,2020,,,2020,,,2020,5,173,2020,7,227,2020,,,2020,,,2020,,,2020,,,2020,27,0,0,23,3,0,0,0,0,27,26,1,0,0
2020,Bears,5-173,7-227,,Eagles,6-196,6-200,7-233,,,,0,0,0,0,0,0,0,0,0,5,173,2020,7,227,2020,,,2020,6,196,2020,6,200,2020,7,233,2020,,,2020,,,2020,,,2020,23,3,0,14,12,2,0,0,0,26,29,-3,0,0
2020,Patriots,6-182,,,Colts,6-212,6-213,,,,,0,0,0,0,0,0,0,0,0,6,182,2020,,,2020,,,2020,6,212,2020,6,213,2020,,,2020,,,2020,,,2020,,,2020,20,0,0,8,7,0,0,0,0,20,15,5,0,0
2020,Ravens,6-201,7-219,,Vikings,7-225,5-168,,,,,0,0,0,0,1,0,0,0,0,6,201,2020,7,219,2020,,,2020,7,225,2020,5,168,2021,,,2020,,,2020,,,2020,,,2020,12,5,0,3,25,0,0,0,0,17,28,-11,0,1
2020,Saints,7-240,,,Texans,6-212,,,,,,0,0,0,1,0,0,0,0,0,7,240,2020,,,2020,,,2020,6,212,2021,,,2020,,,2020,,,2020,,,2020,,,2020,1,0,0,8,0,0,0,0,0,1,8,-6,0,1
2020,Seahawks,7-251,,,Dolphins,6-208,,,,,,0,0,0,1,0,0,0,0,0,7,251,2020,,,2020,,,2020,6,208,2021,,,2020,,,2020,,,2020,,,2020,,,2020,1,0,0,9,0,0,0,0,0,1,9,-9,0,1
2021,Dolphins,1-6,5-156,,Eagles,1-12,4-123,1-15,,,,0,0,0,0,0,1,0,0,0,1,6,2021,5,156,2021,,,2021,1,12,2021,4,123,2021,1,15,2022,,,2021,,,2021,,,2021,1600,30,0,1200,49,1050,0,0,0,1630,2299,-669,0,1
2021,Eagles,1-10,,,Cowboys,1-12,3-84,,,,,0,0,0,0,0,0,0,0,0,1,10,2021,,,2021,,,2021,1,12,2021,3,84,2021,,,2021,,,2021,,,2021,,,2021,1300,0,0,1200,170,0,0,0,0,1300,1370,-70,0,0
2021,Bears,1-11,,,Giants,1-20,5-164,1-7,4-112,,,0,0,0,0,0,1,1,0,0,1,11,2021,,,2021,,,2021,1,20,2021,5,164,2021,1,7,2022,4,112,2022,,,2021,,,2021,1250,0,0,850,27,1500,70,0,0,1250,2447,-1197,0,2
2021,Jets,1-14,4-143,,Vikings,1-23,3-66,3-86,,,,0,0,0,0,0,0,0,0,0,1,14,2021,4,143,2021,,,2021,1,23,2021,3,66,2021,3,86,2021,,,2021,,,2021,,,2021,1100,35,0,760,260,160,0,0,0,1135,1180,-46,0,0
2021,Broncos,2-35,6-219,,Falcons,2-40,4-114,,,,,0,0,0,0,0,0,0,0,0,2,35,2021,6,219,2021,,,2021,2,40,2021,4,114,2021,,,2021,,,2021,,,2021,,,2021,550,5,0,500,66,0,0,0,0,555,566,-11,0,0
2021,Patriots,2-38,,,Bengals,2-46,4-122,4-139,,,,0,0,0,0,0,0,0,0,0,2,38,2021,,,2021,,,2021,2,46,2021,4,122,2021,4,139,2021,,,2021,,,2021,,,2021,520,0,0,440,50,37,0,0,0,520,527,-7,0,0
2021,Bears,2-39,5-151,,Panthers,2-52,3-83,6-204,,,,0,0,0,0,0,0,0,0,0,2,39,2021,5,151,2021,,,2021,2,52,2021,3,83,2021,6,204,2021,,,2021,,,2021,,,2021,510,31,0,380,175,11,0,0,0,541,566,-25,0,0
2021,Dolphins,2-42,,,Giants,2-50,3-81,,,,,0,0,0,0,1,0,0,0,0,2,42,2021,,,2021,,,2021,2,50,2021,3,81,2022,,,2021,,,2021,,,2021,,,2021,480,0,0,400,185,0,0,0,0,480,585,-105,0,1
2021,Raiders,2-43,7-230,,49ers,2-48,4-121,,,,,0,0,0,0,0,0,0,0,0,2,43,2021,7,230,2021,,,2021,2,48,2021,4,121,2021,,,2021,,,2021,,,2021,,,2021,470,2,0,420,52,0,0,0,0,472,472,0,0,0
2021,Browns,2-52,4-113,,Panthers,2-59,3-89,,,,,0,0,0,0,0,0,0,0,0,2,52,2021,4,113,2021,,,2021,2,59,2021,3,89,2021,,,2021,,,2021,,,2021,,,2021,380,68,0,310,145,0,0,0,0,448,455,-7,0,0
2021,Panthers,3-70,,,Eagles,3-73,6-191,,,,,0,0,0,0,0,0,0,0,0,3,70,2021,,,2021,,,2021,3,73,2021,6,191,2021,,,2021,,,2021,,,2021,,,2021,240,0,0,225,16,0,0,0,0,240,241,-1,0,0
2021,Giants,3-71,,,Broncos,3-76,5-164,,,,,0,0,0,0,0,0,0,0,0,3,71,2021,,,2021,,,2021,3,76,2021,5,164,2021,,,2021,,,2021,,,2021,,,2021,235,0,0,210,27,0,0,0,0,235,237,-2,0,0
2021,Saints,3-76,,,Broncos,3-98,3-105,,,,,0,0,0,0,0,0,0,0,0,3,76,2021,,,2021,,,2021,3,98,2021,3,105,2021,,,2021,,,2021,,,2021,,,2021,210,0,0,108,84,0,0,0,0,210,192,18,0,0
2021,Packers,3-85,,,Titans,3-92,4-135,,,,,0,0,0,0,0,0,0,0,0,3,85,2021,,,2021,,,2021,3,92,2021,4,135,2021,,,2021,,,2021,,,2021,,,2021,165,0,0,132,39,0,0,0,0,165,171,-6,0,0
2021,49ers,3-88,,,Rams,4-117,4-121,,,,,0,0,0,0,0,0,0,0,0,3,88,2021,,,2021,,,2021,4,117,2021,4,121,2021,,,2021,,,2021,,,2021,,,2021,150,0,0,60,52,0,0,0,0,150,112,38,0,0
2021,Texans,3-89,,,Panthers,4-109,5-158,4-137,,,,0,0,0,0,0,1,0,0,0,3,89,2021,,,2021,,,2021,4,109,2021,5,158,2021,4,137,2022,,,2021,,,2021,,,2021,145,0,0,76,29,38,0,0,0,145,143,2,0,1
2021,Titans,4-109,,,Panthers,4-126,5-166,7-232,,,,0,0,0,0,0,0,0,0,0,4,109,2021,,,2021,,,2021,4,126,2021,5,166,2021,7,232,2021,,,2021,,,2021,,,2021,76,0,0,46,26,2,0,0,0,76,74,2,0,0
2021,Lions,4-113,7-257,,Browns,5-153,4-107,,,,,0,0,0,0,1,0,0,0,0,4,113,2021,7,257,2021,,,2021,5,153,2021,4,107,2022,,,2021,,,2021,,,2021,,,2021,68,0,0,31,80,0,0,0,0,68,111,-43,0,1
2021,Jaguars,4-121,6-209,,Rams,4-130,5-170,7-249,,,,0,0,0,0,0,0,0,0,0,4,121,2021,6,209,2021,,,2021,4,130,2021,5,170,2021,7,249,2021,,,2021,,,2021,,,2021,52,9,0,42,24,1,0,0,0,61,67,-6,0,0
2021,Bucs,4-129,,,Seahawks,4-137,6-217,,,,,0,0,0,0,0,0,0,0,0,4,129,2021,,,2021,,,2021,4,137,2021,6,217,2021,,,2021,,,2021,,,2021,,,2021,43,0,0,38,6,0,0,0,0,43,43,0,0,0
2021,Cardinals,4-136,6-210,,Ravens,5-160,4-128,,,,,0,0,0,0,1,0,0,0,0,4,136,2021,6,210,2021,,,2021,5,160,2021,4,128,2022,,,2021,,,2021,,,2021,,,2021,38,8,0,28,44,0,0,0,0,46,72,-26,0,1
2021,Raiders,4-143,,,Jets,5-162,6-200,,,,,0,0,0,0,0,0,0,0,0,4,143,2021,,,2021,,,2021,5,162,2021,6,200,2021,,,2021,,,2021,,,2021,,,2021,35,0,0,28,12,0,0,0,0,35,40,-6,0,0
2021,Steelers,5-156,,,Dolphins,4-125,,,,,,0,0,0,1,0,0,0,0,0,5,156,2021,,,2021,,,2021,4,125,2022,,,2021,,,2021,,,2021,,,2021,,,2021,30,0,0,47,0,0,0,0,0,30,47,-17,0,1
2021,Chiefs,5-162,6-226,,Jets,5-175,6-207,,,,,0,0,0,0,0,0,0,0,0,5,162,2021,6,226,2021,,,2021,5,175,2021,6,207,2021,,,2021,,,2021,,,2021,,,2021,28,3,0,22,10,0,0,0,0,30,32,-2,0,0
2021,Texans,5-170,,,Rams,5-174,7-233,,,,,0,0,0,0,0,0,0,0,0,5,170,2021,,,2021,,,2021,5,174,2021,7,233,2021,,,2021,,,2021,,,2021,,,2021,24,0,0,23,2,0,0,0,0,24,25,-1,0,0
2021,Texans,5-174,,,Bills,6-203,6-212,,,,,0,0,0,0,0,0,0,0,0,5,174,2021,,,2021,,,2021,6,203,2021,6,212,2021,,,2021,,,2021,,,2021,,,2021,23,0,0,11,8,0,0,0,0,23,19,4,0,0
2021,Saints,6-206,,,Colts,6-218,7-229,,,,,0,0,0,0,0,0,0,0,0,6,206,2021,,,2021,,,2021,6,218,2021,7,229,2021,,,2021,,,2021,,,2021,,,2021,10,0,0,5,3,0,0,0,0,10,8,2,0,0
2021,Seahawks,6-208,,,Bears,6-217,7-250,,,,,0,0,0,0,0,0,0,0,0,6,208,2021,,,2021,,,2021,6,217,2021,7,250,2021,,,2021,,,2021,,,2021,,,2021,9,0,0,6,1,0,0,0,0,9,6,3,0,0
2021,Redskins,6-225,7-240,,Eagles,5-154,,,,,,0,0,0,1,0,0,0,0,0,6,225,2021,7,240,2021,,,2021,5,154,2022,,,2021,,,2021,,,2021,,,2021,,,2021,3,1,0,31,0,0,0,0,0,4,31,-27,0,1
2022,Saints,1-11,,,Redskins,1-16,2-98,4-120,,,,0,0,0,0,0,0,0,0,0,1,11,2022,,,2022,,,2022,1,16,2022,2,98,2022,4,120,2022,,,2022,,,2022,,,2022,1250,0,0,1000,108,54,0,0,0,1250,1162,88,0,0
2022,Lions,1-12,2-46,,Vikings,1-32,2-34,3-66,,,,0,0,0,0,0,0,0,0,0,1,12,2022,2,46,2022,,,2022,1,32,2022,2,34,2022,3,66,2022,,,2022,,,2022,,,2022,1200,440,0,590,560,260,0,0,0,1640,1410,230,0,0
2022,Eagles,1-13,,,Texans,1-15,4-124,5-162,5-166,,,0,0,0,0,0,0,0,0,0,1,13,2022,,,2022,,,2022,1,15,2022,4,124,2022,5,162,2022,5,166,2022,,,2022,,,2022,1150,0,0,1050,48,28,26,0,0,1150,1152,-2,0,0
2022,Chiefs,1-21,,,Patriots,1-29,3-94,4-121,,,,0,0,0,0,0,0,0,0,0,1,21,2022,,,2022,,,2022,1,29,2022,3,94,2022,4,121,2022,,,2022,,,2022,,,2022,800,0,0,640,124,52,0,0,0,800,816,-16,0,0
2022,Bills,1-23,,,Ravens,1-25,4-130,,,,,0,0,0,0,0,0,0,0,0,1,23,2022,,,2022,,,2022,1,25,2022,4,130,2022,,,2022,,,2022,,,2022,,,2022,760,0,0,720,42,0,0,0,0,760,762,-2,0,0
2022,Jets,1-26,3-101,,Titans,2-35,3-69,5-163,,,,0,0,0,0,0,0,0,0,0,1,26,2022,3,101,2022,,,2022,2,35,2022,3,69,2022,5,163,2022,,,2022,,,2022,,,2022,700,96,0,550,245,27,0,0,0,796,822,-26,0,0
2022,Jaguars,1-27,,,Bucs,2-33,4-106,6-180,,,,0,0,0,0,0,0,0,0,0,1,27,2022,,,2022,,,2022,2,33,2022,4,106,2022,6,180,2022,,,2022,,,2022,,,2022,680,0,0,580,82,20,0,0,0,680,682,-2,0,0
2022,Packers,2-34,,,Vikings,2-53,2-59,,,,,0,0,0,0,0,0,0,0,0,2,34,2022,,,2022,,,2022,2,53,2022,2,59,2022,,,2022,,,2022,,,2022,,,2022,560,0,0,370,310,0,0,0,0,560,680,-120,0,0
2022,Jets,2-36,,,Giants,2-38,5-146,,,,,0,0,0,0,0,0,0,0,0,2,36,2022,,,2022,,,2022,2,38,2022,5,146,2022,,,2022,,,2022,,,2022,,,2022,540,0,0,520,33,0,0,0,0,540,553,-13,0,0
2022,Falcons,2-38,,,Giants,2-43,4-114,,,,,0,0,0,0,0,0,0,0,0,2,38,2022,,,2022,,,2022,2,43,2022,4,114,2022,,,2022,,,2022,,,2022,,,2022,520,0,0,470,66,0,0,0,0,520,536,-16,0,0
2022,Vikings,2-42,4-122,,Colts,2-53,3-77,6-192,,,,0,0,0,0,0,0,0,0,0,2,42,2022,4,122,2022,,,2022,2,53,2022,3,77,2022,6,192,2022,,,2022,,,2022,,,2022,480,50,0,370,205,16,0,0,0,530,591,-61,0,0
2022,Texans,2-44,,,Browns,3-68,4-108,4-124,,,,0,0,0,0,0,0,0,0,0,2,44,2022,,,2022,,,2022,3,68,2022,4,108,2022,4,124,2022,,,2022,,,2022,,,2022,460,0,0,250,78,48,0,0,0,460,376,84,0,0
2022,Patriots,2-50,,,Chiefs,2-54,5-158,,,,,0,0,0,0,0,0,0,0,0,2,50,2022,,,2022,,,2022,2,54,2022,5,158,2022,,,2022,,,2022,,,2022,,,2022,400,0,0,360,29,0,0,0,0,400,389,11,0,0
2022,Bucs,2-57,,,Bills,2-60,6-180,,,,,0,0,0,0,0,0,0,0,0,2,57,2022,,,2022,,,2022,2,60,2022,6,180,2022,,,2022,,,2022,,,2022,,,2022,330,0,0,300,20,0,0,0,0,330,320,10,0,0
2022,Bengals,2-60,,,Bills,2-63,6-209,,,,,0,0,0,0,0,0,0,0,0,2,60,2022,,,2022,,,2022,2,63,2022,6,209,2022,,,2022,,,2022,,,2022,,,2022,300,0,0,276,9,0,0,0,0,300,285,15,0,0
2022,Texans,3-75,,,Broncos,3-80,5-162,,,,,0,0,0,0,0,0,0,0,0,3,75,2022,,,2022,,,2022,3,80,2022,5,162,2022,,,2022,,,2022,,,2022,,,2022,215,0,0,190,28,0,0,0,0,215,218,-3,0,0
2022,Titans,3-86,,,Raiders,3-90,5-169,,,,,0,0,0,0,0,0,0,0,0,3,86,2022,,,2022,,,2022,3,90,2022,5,169,2022,,,2022,,,2022,,,2022,,,2022,160,0,0,140,25,0,0,0,0,160,165,-5,0,0
2022,Panthers,4-120,6-189,,Redskins,5-144,5-149,,,,,0,0,0,0,0,0,0,0,0,4,120,2022,6,189,2022,,,2022,5,144,2022,5,149,2022,,,2022,,,2022,,,2022,,,2022,54,17,0,34,32,0,0,0,0,71,66,5,0,0
2022,Raiders,4-122,7-250,,Vikings,4-126,7-227,,,,,0,0,0,0,0,0,0,0,0,4,122,2022,7,250,2022,,,2022,4,126,2022,7,227,2022,,,2022,,,2022,,,2022,,,2022,50,1,0,46,3,0,0,0,0,51,49,2,0,0
2022,Raiders,4-126,,,Vikings,5-165,5-169,,,,,0,0,0,0,0,0,0,0,0,4,126,2022,,,2022,,,2022,5,165,2022,5,169,2022,,,2022,,,2022,,,2022,,,2022,46,0,0,26,25,0,0,0,0,46,51,-5,0,0
2022,Chiefs,5-145,,,Seahawks,5-158,7-233,,,,,0,0,0,0,0,0,0,0,0,5,145,2022,,,2022,,,2022,5,158,2022,7,233,2022,,,2022,,,2022,,,2022,,,2022,34,0,0,29,2,0,0,0,0,34,31,2,0,0
2022,Bears,5-148,,,Bills,5-168,6-203,,,,,0,0,0,0,0,0,0,0,0,5,148,2022,,,2022,,,2022,5,168,2022,6,203,2022,,,2022,,,2022,,,2022,,,2022,32,0,0,25,11,0,0,0,0,32,36,-4,0,0
2022,Texans,5-150,,,Bears,5-166,6-207,,,,,0,0,0,0,0,0,0,0,0,5,150,2022,,,2022,,,2022,5,166,2022,6,207,2022,,,2022,,,2022,,,2022,,,2022,31,0,0,26,10,0,0,0,0,31,36,-4,0,0
2022,Jaguars,5-154,,,Eagles,6-188,6-198,,,,,0,0,0,0,0,0,0,0,0,5,154,2022,,,2022,,,2022,6,188,2022,6,198,2022,,,2022,,,2022,,,2022,,,2022,31,0,0,17,13,0,0,0,0,31,30,0,0,0
2022,Rams,5-164,,,Raiders,5-175,7-238,,,,,0,0,0,0,0,0,0,0,0,5,164,2022,,,2022,,,2022,5,175,2022,7,238,2022,,,2022,,,2022,,,2022,,,2022,27,0,0,22,2,0,0,0,0,27,24,3,0,0
2022,Bengals,5-166,,,Bears,5-174,7-226,,,,,0,0,0,0,0,0,0,0,0,5,166,2022,,,2022,,,2022,5,174,2022,7,226,2022,,,2022,,,2022,,,2022,,,2022,26,0,0,23,3,0,0,0,0,26,26,0,0,0
2022,Texans,5-170,,,Patriots,6-183,7-245,,,,,0,0,0,0,0,0,0,0,0,5,170,2022,,,2022,,,2022,6,183,2022,7,245,2022,,,2022,,,2022,,,2022,,,2022,24,0,0,19,1,0,0,0,0,24,20,4,0,0
2022,Broncos,5-171,,,Packers,5-179,7-234,,,,,0,0,0,0,0,0,0,0,0,5,171,2022,,,2022,,,2022,5,179,2022,7,234,2022,,,2022,,,2022,,,2022,,,2022,24,0,0,21,2,0,0,0,0,24,23,1,0,0
2022,Eagles,6-181,,,Lions,6-188,7-237,,,,,0,0,0,0,0,0,0,0,0,6,181,2022,,,2022,,,2022,6,188,2022,7,237,2022,,,2022,,,2022,,,2022,,,2022,20,0,0,17,2,0,0,0,0,20,19,1,0,0
2022,Bucs,6-218,,,Rams,7-235,7-261,,,,,0,0,0,0,0,0,0,0,0,6,218,2022,,,2022,,,2022,7,235,2022,7,261,2022,,,2022,,,2022,,,2022,,,2022,5,0,0,2,0,0,0,0,0,5,2,3,0,0
2023,Cardinals,1-6,3-81,,Lions,1-12,2-34,5-168,,,,0,0,0,0,0,0,0,0,0,1,6,2023,3,81,2023,,,2023,1,12,2023,2,34,2023,5,168,2023,,,2023,,,2023,,,2023,1600,185,0,1200,560,25,0,0,0,1785,1785,0,0,0
2023,Steelers,1-14,,,Patriots,1-17,4-120,,,,,0,0,0,0,0,0,0,0,0,1,14,2023,,,2023,,,2023,1,17,2023,4,120,2023,,,2023,,,2023,,,2023,,,2023,1100,0,0,950,54,0,0,0,0,1100,1004,96,0,0
2023,Giants,1-24,,,Jaguars,1-25,5-160,7-240,,,,0,0,0,0,0,0,0,0,0,1,24,2023,,,2023,,,2023,1,25,2023,5,160,2023,7,240,2023,,,2023,,,2023,,,2023,740,0,0,720,28,1,0,0,0,740,750,-10,0,0
2023,Jaguars,1-25,,,Bills,1-27,4-130,,,,,0,0,0,0,0,0,0,0,0,1,25,2023,,,2023,,,2023,1,27,2023,4,130,2023,,,2023,,,2023,,,2023,,,2023,720,0,0,680,42,0,0,0,0,720,722,-2,0,0
2023,Raiders,2-35,,,Colts,2-38,5-141,,,,,0,0,0,0,0,0,0,0,0,2,35,2023,,,2023,,,2023,2,38,2023,5,141,2023,,,2023,,,2023,,,2023,,,2023,550,0,0,520,36,0,0,0,0,550,556,-6,0,0
2023,Falcons,2-38,,,Colts,2-44,4-110,,,,,0,0,0,0,0,0,0,0,0,2,38,2023,,,2023,,,2023,2,44,2023,4,110,2023,,,2023,,,2023,,,2023,,,2023,520,0,0,460,74,0,0,0,0,520,534,-14,0,0
2023,Lions,2-45,,,Packers,2-48,5-159,,,,,0,0,0,0,0,0,0,0,0,2,45,2023,,,2023,,,2023,2,48,2023,5,159,2023,,,2023,,,2023,,,2023,,,2023,450,0,0,420,29,0,0,0,0,450,449,1,0,0
2023,Bucs,2-48,,,Packers,2-50,6-179,,,,,0,0,0,0,0,0,0,0,0,2,48,2023,,,2023,,,2023,2,50,2023,6,179,2023,,,2023,,,2023,,,2023,,,2023,420,0,0,400,21,0,0,0,0,420,421,-1,0,0
2023,Chiefs,2-55,6-194,,Lions,2-63,4-122,7-249,,,,0,0,0,0,0,0,0,0,0,2,55,2023,6,194,2023,,,2023,2,63,2023,4,122,2023,7,249,2023,,,2023,,,2023,,,2023,350,15,0,276,50,1,0,0,0,365,327,38,0,0
2023,Bears,2-56,,,Jaguars,2-61,5-136,,,,,0,0,0,0,0,0,0,0,0,2,56,2023,,,2023,,,2023,2,61,2023,5,136,2023,,,2023,,,2023,,,2023,,,2023,340,0,0,292,38,0,0,0,0,340,330,10,0,0
2023,Texans,2-62,,,Eagles,3-65,6-188,7-230,,,,0,0,0,0,0,0,0,0,0,2,62,2023,,,2023,,,2023,3,65,2023,6,188,2023,7,230,2023,,,2023,,,2023,,,2023,284,0,0,265,17,2,0,0,0,284,285,-1,0,0
2023,Broncos,2-63,,,Lions,3-68,5-139,,,,,0,0,0,0,0,0,0,0,0,2,63,2023,,,2023,,,2023,3,68,2023,5,139,2023,,,2023,,,2023,,,2023,,,2023,276,0,0,250,37,0,0,0,0,276,287,-11,0,0
2023,Texans,3-69,6-191,,Rams,3-73,5-161,,,,,0,0,0,0,0,0,0,0,0,3,69,2023,6,191,2023,,,2023,3,73,2023,5,161,2023,,,2023,,,2023,,,2023,,,2023,245,16,0,225,28,0,0,0,0,261,253,8,0,0
2023,Giants,3-73,,,Rams,3-89,4-128,,,,,0,0,0,0,0,0,0,0,0,3,73,2023,,,2023,,,2023,3,89,2023,4,128,2023,,,2023,,,2023,,,2023,,,2023,225,0,0,145,44,0,0,0,0,225,189,36,0,0
2023,Panthers,3-80,,,Steelers,3-93,4-132,,,,,0,0,0,0,0,0,0,0,0,3,80,2023,,,2023,,,2023,3,93,2023,4,132,2023,,,2023,,,2023,,,2023,,,2023,190,0,0,128,40,0,0,0,0,190,168,22,0,0
2023,49ers,3-87,,,Vikings,3-102,5-164,7-222,,,,0,0,0,0,0,0,0,0,0,3,87,2023,,,2023,,,2023,3,102,2023,5,164,2023,7,222,2023,,,2023,,,2023,,,2023,155,0,0,92,27,4,0,0,0,155,122,33,0,0
2023,Chiefs,3-92,,,Bengals,3-95,6-217,,,,,0,0,0,0,0,0,0,0,0,3,92,2023,,,2023,,,2023,3,95,2023,6,217,2023,,,2023,,,2023,,,2023,,,2023,132,0,0,120,6,0,0,0,0,132,126,6,0,0
2023,Lions,3-96,,,Cardinals,4-122,5-139,5-168,,,,0,0,0,0,0,0,0,0,0,3,96,2023,,,2023,,,2023,4,122,2023,5,139,2023,5,168,2023,,,2023,,,2023,,,2023,116,0,0,50,37,25,0,0,0,116,112,4,0,0
2023,Saints,4-103,,,Bears,4-115,5-165,,,,,0,0,0,0,0,0,0,0,0,4,103,2023,,,2023,,,2023,4,115,2023,5,165,2023,,,2023,,,2023,,,2023,,,2023,88,0,0,64,26,0,0,0,0,88,90,-2,0,0
2023,Raiders,4-104,6-203,,Texans,4-109,5-174,,,,,0,0,0,0,0,0,0,0,0,4,104,2023,6,203,2023,,,2023,4,109,2023,5,174,2023,,,2023,,,2023,,,2023,,,2023,86,11,0,76,23,0,0,0,0,97,99,-2,0,0
2023,Patriots,4-112,,,Jets,4-120,6-184,,,,,0,0,0,0,0,0,0,0,0,4,112,2023,,,2023,,,2023,4,120,2023,6,184,2023,,,2023,,,2023,,,2023,,,2023,70,0,0,54,19,0,0,0,0,70,73,-3,0,0
2023,Raiders,4-135,,,Patriots,4-144,6-214,,,,,0,0,0,0,0,0,0,0,0,4,135,2023,,,2023,,,2023,4,144,2023,6,214,2023,,,2023,,,2023,,,2023,,,2023,39,0,0,34,7,0,0,0,0,39,41,-2,0,0
2023,Redskins,5-137,,,Bills,5-150,6-215,,,,,0,0,0,0,0,0,0,0,0,5,137,2023,,,2023,,,2023,5,150,2023,6,215,2023,,,2023,,,2023,,,2023,,,2023,38,0,0,31,6,0,0,0,0,38,38,0,0,0
2023,Vikings,5-141,,,Colts,5-158,6-211,,,,,0,0,0,0,0,0,0,0,0,5,141,2023,,,2023,,,2023,5,158,2023,6,211,2023,,,2023,,,2023,,,2023,,,2023,36,0,0,29,8,0,0,0,0,36,37,-2,0,0
2023,Texans,5-167,,,Rams,5-174,7-259,,,,,0,0,0,0,0,0,0,0,0,5,167,2023,,,2023,,,2023,5,174,2023,7,259,2023,,,2023,,,2023,,,2023,,,2023,26,0,0,23,0,0,0,0,0,26,23,3,0,0
2023,Raiders,5-170,,,Jets,6-204,7-220,,,,,0,0,0,0,0,0,0,0,0,5,170,2023,,,2023,,,2023,6,204,2023,7,220,2023,,,2023,,,2023,,,2023,,,2023,24,0,0,11,4,0,0,0,0,24,15,9,0,0
2023,Bucs,5-171,,,Rams,5-175,7-252,,,,,0,0,0,0,0,0,0,0,0,5,171,2023,,,2023,,,2023,5,175,2023,7,252,2023,,,2023,,,2023,,,2023,,,2023,24,0,0,22,1,0,0,0,0,24,23,1,0,0
2023,Eagles,6-191,,,Texans,7-230,7-248,,,,,0,0,0,0,0,0,0,0,0,6,191,2023,,,2023,,,2023,7,230,2023,7,248,2023,,,2023,,,2023,,,2023,,,2023,16,0,0,2,1,0,0,0,0,16,3,13,0,0
2023,Chargers,6-200,,,Bears,7-254,7-255,,,,,0,0,0,0,0,0,0,0,0,6,200,2023,,,2023,,,2023,7,254,2023,7,255,2023,,,2023,,,2023,,,2023,,,2023,12,0,0,1,0,0,0,0,0,12,1,11,0,0
